0.00102, 0.00302, 0.00502, 0.00702, 0.00902, 0.01102, 0.01302, 0.01502, 0.01702, 0.01902, 0.02102, 0.02302, 0.02502, 0.02702, 0.02902, 0.03102, 0.03302, 0.03502, 0.03702, 0.03902, 0.04102, 0.04302, 0.04502, 0.04702, 0.04902, 0.05102, 0.05302, 0.05502, 0.05702, 0.05902, 0.06102, 0.06302, 0.06502, 0.06702, 0.06902, 0.07102, 0.07302, 0.07502, 0.07702, 0.07902, 0.08102, 0.08302, 0.08502, 0.08702, 0.08902, 0.09102, 0.09302, 0.09502, 0.09702, 0.09902, 0.10102, 0.10302, 0.10502, 0.10702, 0.10902, 0.11102, 0.11302, 0.11502, 0.11702, 0.11902, 0.12102, 0.12302, 0.12502, 0.12702, 0.12902, 0.13102, 0.13302, 0.13502, 0.13702, 0.13902, 0.14102, 0.14302, 0.14502, 0.14702, 0.14902, 0.15102, 0.15302, 0.15502, 0.15702, 0.15902, 0.16102, 0.16302, 0.16502, 0.16702, 0.16902, 0.17102, 0.17302, 0.17502, 0.17702, 0.17902, 0.18102, 0.18302, 0.18502, 0.18702, 0.18902, 0.19102, 0.19302, 0.19502, 0.19702, 0.19902, 0.20102, 0.20302, 0.20502, 0.20702, 0.20902, 0.21102, 0.21302, 0.21502, 0.21702, 0.21902, 0.22102, 0.22302, 0.22502, 0.22702, 0.22902, 0.23102, 0.23302, 0.23502, 0.23702, 0.23902, 0.24102, 0.24302, 0.24502, 0.24702, 0.24902, 0.25102, 0.25302, 0.25402
0.25702, 0.25902, 0.26102, 0.26302, 0.26502, 0.26702, 0.26902, 0.27102, 0.27302, 0.27502, 0.27702, 0.27902, 0.28102, 0.28302, 0.28502, 0.28702, 0.28902, 0.29102, 0.29302, 0.29502, 0.29702, 0.29902, 0.30102, 0.30302, 0.30502, 0.30702, 0.30902, 0.31102, 0.31302, 0.31502, 0.31702, 0.31902, 0.32102, 0.32302, 0.32502, 0.32702, 0.32902, 0.33102, 0.33302, 0.33502, 0.33702, 0.33902, 0.34102, 0.34302, 0.34502, 0.34702, 0.34902, 0.35102, 0.35302, 0.35502, 0.35702, 0.35902, 0.36102, 0.36302, 0.36502, 0.36702, 0.36902, 0.37102, 0.37302, 0.37502, 0.37702, 0.37902, 0.38102, 0.38302, 0.38502, 0.38702, 0.38902, 0.39102, 0.39302, 0.39502, 0.39702, 0.39902, 0.40102, 0.40302, 0.40502, 0.40702, 0.40902, 0.41102, 0.41302, 0.41502, 0.41702, 0.41902, 0.42102, 0.42302, 0.42502, 0.42702, 0.42902, 0.43102, 0.43302, 0.43502, 0.43702, 0.43902, 0.44102, 0.44302, 0.44502, 0.44702, 0.44902, 0.45102, 0.45302, 0.45502, 0.45702, 0.45902, 0.46102, 0.46302, 0.46502, 0.46702, 0.46902, 0.47102, 0.47302, 0.47502, 0.47702, 0.47902, 0.48102, 0.48302, 0.48502, 0.48702, 0.48902, 0.49102, 0.49302, 0.49502, 0.49702, 0.49902, 0.50102, 0.50302, 0.50502, 0.50702, 0.50902, 0.51002
0.51302, 0.51502, 0.51702, 0.51902, 0.52102, 0.52302, 0.52502, 0.52702, 0.52902, 0.53102, 0.53302, 0.53502, 0.53702, 0.53902, 0.54102, 0.54302, 0.54502, 0.54702, 0.54902, 0.55102, 0.55302, 0.55502, 0.55702, 0.55902, 0.56102, 0.56302, 0.56502, 0.56702, 0.56902, 0.57102, 0.57302, 0.57502, 0.57702, 0.57902, 0.58102, 0.58302, 0.58502, 0.58702, 0.58902, 0.59102, 0.59302, 0.59502, 0.59702, 0.59902, 0.60102, 0.60302, 0.60502, 0.60702, 0.60902, 0.61102, 0.61302, 0.61502, 0.61702, 0.61902, 0.62102, 0.62302, 0.62502, 0.62702, 0.62902, 0.63102, 0.63302, 0.63502, 0.63702, 0.63902, 0.64102, 0.64302, 0.64502, 0.64702, 0.64902, 0.65102, 0.65302, 0.65502, 0.65702, 0.65902, 0.66102, 0.66302, 0.66502, 0.66702, 0.66902, 0.67102, 0.67302, 0.67502, 0.67702, 0.67902, 0.68102, 0.68302, 0.68502, 0.68702, 0.68902, 0.69102, 0.69302, 0.69502, 0.69702, 0.69902, 0.70102, 0.70302, 0.70502, 0.70702, 0.70902, 0.71102, 0.71302, 0.71502, 0.71702, 0.71902, 0.72102, 0.72302, 0.72502, 0.72702, 0.72902, 0.73102, 0.73302, 0.73502, 0.73702, 0.73902, 0.74102, 0.74302, 0.74502, 0.74702, 0.74902, 0.75102, 0.75302, 0.75502, 0.75702, 0.75902, 0.76102, 0.76302, 0.76502, 0.76602
0.76902, 0.77102, 0.77302, 0.77502, 0.77702, 0.77902, 0.78102, 0.78302, 0.78502, 0.78702, 0.78902, 0.79102, 0.79302, 0.79502, 0.79702, 0.79902, 0.80102, 0.80302, 0.80502, 0.80702, 0.80902, 0.81102, 0.81302, 0.81502, 0.81702, 0.81902, 0.82102, 0.82302, 0.82502, 0.82702, 0.82902, 0.83102, 0.83302, 0.83502, 0.83702, 0.83902, 0.84102, 0.84302, 0.84502, 0.84702, 0.84902, 0.85102, 0.85302, 0.85502, 0.85702, 0.85902, 0.86102, 0.86302, 0.86502, 0.86702, 0.86902, 0.87102, 0.87302, 0.87502, 0.87702, 0.87902, 0.88102, 0.88302, 0.88502, 0.88702, 0.88902, 0.89102, 0.89302, 0.89502, 0.89702, 0.89902, 0.90102, 0.90302, 0.90502, 0.90702, 0.90902, 0.91102, 0.91302, 0.91502, 0.91702, 0.91902, 0.92102, 0.92302, 0.92502, 0.92702, 0.92902, 0.93102, 0.93302, 0.93502, 0.93702, 0.93902, 0.94102, 0.94302, 0.94502, 0.94702, 0.94902, 0.95102, 0.95302, 0.95502, 0.95702, 0.95902, 0.96102, 0.96302, 0.96502, 0.96702, 0.96902, 0.97102, 0.97302, 0.97502, 0.97702, 0.97902, 0.98102, 0.98302, 0.98502, 0.98702, 0.98902, 0.99102, 0.99302, 0.99502, 0.99702, 0.99902, 1.00102, 1.00302, 1.00502, 1.00702, 1.00902, 1.01102, 1.01302, 1.01502, 1.01702, 1.01902, 1.02102, 1.02202
1.02502, 1.02702, 1.02902, 1.03102, 1.03302, 1.03502, 1.03702, 1.03902, 1.04102, 1.04302, 1.04502, 1.04702, 1.04902, 1.05102, 1.05302, 1.05502, 1.05702, 1.05902, 1.06102, 1.06302, 1.06502, 1.06702, 1.06902, 1.07102, 1.07302, 1.07502, 1.07702, 1.07902, 1.08102, 1.08302, 1.08502, 1.08702, 1.08902, 1.09102, 1.09302, 1.09502, 1.09702, 1.09902, 1.10102, 1.10302, 1.10502, 1.10702, 1.10902, 1.11102, 1.11302, 1.11502, 1.11702, 1.11902, 1.12102, 1.12302, 1.12502, 1.12702, 1.12902, 1.13102, 1.13302, 1.13502, 1.13702, 1.13902, 1.14102, 1.14302, 1.14502, 1.14702, 1.14902, 1.15102, 1.15302, 1.15502, 1.15702, 1.15902, 1.16102, 1.16302, 1.16502, 1.16702, 1.16902, 1.17102, 1.17302, 1.17502, 1.17702, 1.17902, 1.18102, 1.18302, 1.18502, 1.18702, 1.18902, 1.19102, 1.19302, 1.19502, 1.19702, 1.19902, 1.20102, 1.20302, 1.20502, 1.20702, 1.20902, 1.21102, 1.21302, 1.21502, 1.21702, 1.21902, 1.22102, 1.22302, 1.22502, 1.22702, 1.22902, 1.23102, 1.23302, 1.23502, 1.23702, 1.23902, 1.24102, 1.24302, 1.24502, 1.24702, 1.24902, 1.25102, 1.25302, 1.25502, 1.25702, 1.25902, 1.26102, 1.26302, 1.26502, 1.26702, 1.26902, 1.27102, 1.27302, 1.27502, 1.27702, 1.27802
1.28102, 1.28302, 1.28502, 1.28702, 1.28902, 1.29102, 1.29302, 1.29502, 1.29702, 1.29902, 1.30102, 1.30302, 1.30502, 1.30702, 1.30902, 1.31102, 1.31302, 1.31502, 1.31702, 1.31902, 1.32102, 1.32302, 1.32502, 1.32702, 1.32902, 1.33102, 1.33302, 1.33502, 1.33702, 1.33902, 1.34102, 1.34302, 1.34502, 1.34702, 1.34902, 1.35102, 1.35302, 1.35502, 1.35702, 1.35902, 1.36102, 1.36302, 1.36502, 1.36702, 1.36902, 1.37102, 1.37302, 1.37502, 1.37702, 1.37902, 1.38102, 1.38302, 1.38502, 1.38702, 1.38902, 1.39102, 1.39302, 1.39502, 1.39702, 1.39902, 1.40102, 1.40302, 1.40502, 1.40702, 1.40902, 1.41102, 1.41302, 1.41502, 1.41702, 1.41902, 1.42102, 1.42302, 1.42502, 1.42702, 1.42902, 1.43102, 1.43302, 1.43502, 1.43702, 1.43902, 1.44102, 1.44302, 1.44502, 1.44702, 1.44902, 1.45102, 1.45302, 1.45502, 1.45702, 1.45902, 1.46102, 1.46302, 1.46502, 1.46702, 1.46902, 1.47102, 1.47302, 1.47502, 1.47702, 1.47902, 1.48102, 1.48302, 1.48502, 1.48702, 1.48902, 1.49102, 1.49302, 1.49502, 1.49702, 1.49902, 1.50102, 1.50302, 1.50502, 1.50702, 1.50902, 1.51102, 1.51302, 1.51502, 1.51702, 1.51902, 1.52102, 1.52302, 1.52502, 1.52702, 1.52902, 1.53102, 1.53302, 1.53402
1.53702, 1.53902, 1.54102, 1.54302, 1.54502, 1.54702, 1.54902, 1.55102, 1.55302, 1.55502, 1.55702, 1.55902, 1.56102, 1.56302, 1.56502, 1.56702, 1.56902, 1.57102, 1.57302, 1.57502, 1.57702, 1.57902, 1.58102, 1.58302, 1.58502, 1.58702, 1.58902, 1.59102, 1.59302, 1.59502, 1.59702, 1.59902, 1.60102, 1.60302, 1.60502, 1.60702, 1.60902, 1.61102, 1.61302, 1.61502, 1.61702, 1.61902, 1.62102, 1.62302, 1.62502, 1.62702, 1.62902, 1.63102, 1.63302, 1.63502, 1.63702, 1.63902, 1.64102, 1.64302, 1.64502, 1.64702, 1.64902, 1.65102, 1.65302, 1.65502, 1.65702, 1.65902, 1.66102, 1.66302, 1.66502, 1.66702, 1.66902, 1.67102, 1.67302, 1.67502, 1.67702, 1.67902, 1.68102, 1.68302, 1.68502, 1.68702, 1.68902, 1.69102, 1.69302, 1.69502, 1.69702, 1.69902, 1.70102, 1.70302, 1.70502, 1.70702, 1.70902, 1.71102, 1.71302, 1.71502, 1.71702, 1.71902, 1.72102, 1.72302, 1.72502, 1.72702, 1.72902, 1.73102, 1.73302, 1.73502, 1.73702, 1.73902, 1.74102, 1.74302, 1.74502, 1.74702, 1.74902, 1.75102, 1.75302, 1.75502, 1.75702, 1.75902, 1.76102, 1.76302, 1.76502, 1.76702, 1.76902, 1.77102, 1.77302, 1.77502, 1.77702, 1.77902, 1.78102, 1.78302, 1.78502, 1.78702, 1.78902, 1.79002
1.79302, 1.79502, 1.79702, 1.79902, 1.80102, 1.80302, 1.80502, 1.80702, 1.80902, 1.81102, 1.81302, 1.81502, 1.81702, 1.81902, 1.82102, 1.82302, 1.82502, 1.82702, 1.82902, 1.83102, 1.83302, 1.83502, 1.83702, 1.83902, 1.84102, 1.84302, 1.84502, 1.84702, 1.84902, 1.85102, 1.85302, 1.85502, 1.85702, 1.85902, 1.86102, 1.86302, 1.86502, 1.86702, 1.86902, 1.87102, 1.87302, 1.87502, 1.87702, 1.87902, 1.88102, 1.88302, 1.88502, 1.88702, 1.88902, 1.89102, 1.89302, 1.89502, 1.89702, 1.89902, 1.90102, 1.90302, 1.90502, 1.90702, 1.90902, 1.91102, 1.91302, 1.91502, 1.91702, 1.91902, 1.92102, 1.92302, 1.92502, 1.92702, 1.92902, 1.93102, 1.93302, 1.93502, 1.93702, 1.93902, 1.94102, 1.94302, 1.94502, 1.94702, 1.94902, 1.95102, 1.95302, 1.95502, 1.95702, 1.95902, 1.96102, 1.96302, 1.96502, 1.96702, 1.96902, 1.97102, 1.97302, 1.97502, 1.97702, 1.97902, 1.98102, 1.98302, 1.98502, 1.98702, 1.98902, 1.99102, 1.99302, 1.99502, 1.99702, 1.99902, 2.00102, 2.00302, 2.00502, 2.00702, 2.00902, 2.01102, 2.01302, 2.01502, 2.01702, 2.01902, 2.02102, 2.02302, 2.02502, 2.02702, 2.02902, 2.03102, 2.03302, 2.03502, 2.03702, 2.03902, 2.04102, 2.04302, 2.04502, 2.04602
2.04902, 2.05102, 2.05302, 2.05502, 2.05702, 2.05902, 2.06102, 2.06302, 2.06502, 2.06702, 2.06902, 2.07102, 2.07302, 2.07502, 2.07702, 2.07902, 2.08102, 2.08302, 2.08502, 2.08702, 2.08902, 2.09102, 2.09302, 2.09502, 2.09702, 2.09902, 2.10102, 2.10302, 2.10502, 2.10702, 2.10902, 2.11102, 2.11302, 2.11502, 2.11702, 2.11902, 2.12102, 2.12302, 2.12502, 2.12702, 2.12902, 2.13102, 2.13302, 2.13502, 2.13702, 2.13902, 2.14102, 2.14302, 2.14502, 2.14702, 2.14902, 2.15102, 2.15302, 2.15502, 2.15702, 2.15902, 2.16102, 2.16302, 2.16502, 2.16702, 2.16902, 2.17102, 2.17302, 2.17502, 2.17702, 2.17902, 2.18102, 2.18302, 2.18502, 2.18702, 2.18902, 2.19102, 2.19302, 2.19502, 2.19702, 2.19902, 2.20102, 2.20302, 2.20502, 2.20702, 2.20902, 2.21102, 2.21302, 2.21502, 2.21702, 2.21902, 2.22102, 2.22302, 2.22502, 2.22702, 2.22902, 2.23102, 2.23302, 2.23502, 2.23702, 2.23902, 2.24102, 2.24302, 2.24502, 2.24702, 2.24902, 2.25102, 2.25302, 2.25502, 2.25702, 2.25902, 2.26102, 2.26302, 2.26502, 2.26702, 2.26902, 2.27102, 2.27302, 2.27502, 2.27702, 2.27902, 2.28102, 2.28302, 2.28502, 2.28702, 2.28902, 2.29102, 2.29302, 2.29502, 2.29702, 2.29902, 2.30102, 2.30202
2.30502, 2.30702, 2.30902, 2.31102, 2.31302, 2.31502, 2.31702, 2.31902, 2.32102, 2.32302, 2.32502, 2.32702, 2.32902, 2.33102, 2.33302, 2.33502, 2.33702, 2.33902, 2.34102, 2.34302, 2.34502, 2.34702, 2.34902, 2.35102, 2.35302, 2.35502, 2.35702, 2.35902, 2.36102, 2.36302, 2.36502, 2.36702, 2.36902, 2.37102, 2.37302, 2.37502, 2.37702, 2.37902, 2.38102, 2.38302, 2.38502, 2.38702, 2.38902, 2.39102, 2.39302, 2.39502, 2.39702, 2.39902, 2.40102, 2.40302, 2.40502, 2.40702, 2.40902, 2.41102, 2.41302, 2.41502, 2.41702, 2.41902, 2.42102, 2.42302, 2.42502, 2.42702, 2.42902, 2.43102, 2.43302, 2.43502, 2.43702, 2.43902, 2.44102, 2.44302, 2.44502, 2.44702, 2.44902, 2.45102, 2.45302, 2.45502, 2.45702, 2.45902, 2.46102, 2.46302, 2.46502, 2.46702, 2.46902, 2.47102, 2.47302, 2.47502, 2.47702, 2.47902, 2.48102, 2.48302, 2.48502, 2.48702, 2.48902, 2.49102, 2.49302, 2.49502, 2.49702, 2.49902, 2.50102, 2.50302, 2.50502, 2.50702, 2.50902, 2.51102, 2.51302, 2.51502, 2.51702, 2.51902, 2.52102, 2.52302, 2.52502, 2.52702, 2.52902, 2.53102, 2.53302, 2.53502, 2.53702, 2.53902, 2.54102, 2.54302, 2.54502, 2.54702, 2.54902, 2.55102, 2.55302, 2.55502, 2.55702, 2.55802
