0.041888,0.041876,-0.041869,0.000007
0.083776,0.083678,-0.083661,0.000017
0.125664,0.125333,-0.125317,0.000016
0.167552,0.166769,-0.166736,0.000033
0.209440,0.207912,-0.207883,0.000029
0.251327,0.248690,-0.248665,0.000025
0.293215,0.289032,-0.289005,0.000027
0.335103,0.328867,-0.328801,0.000065
0.376991,0.368125,-0.368071,0.000053
0.418879,0.406737,-0.406662,0.000075
0.460767,0.444635,-0.444590,0.000045
0.502655,0.481754,-0.481703,0.000051
0.544543,0.518027,-0.517915,0.000112
0.586431,0.553392,-0.553347,0.000045
0.628319,0.587785,-0.587691,0.000094
0.670206,0.621148,-0.621016,0.000132
0.712094,0.653421,-0.653356,0.000065
0.753982,0.684547,-0.684439,0.000108
0.795870,0.714473,-0.714367,0.000106
0.837758,0.743145,-0.743038,0.000107
0.879646,0.770513,-0.770419,0.000095
0.921534,0.796530,-0.796406,0.000124
0.963422,0.821149,-0.821035,0.000114
1.005310,0.844328,-0.844169,0.000159
1.047198,0.866025,-0.865944,0.000082
1.089085,0.886204,-0.886020,0.000183
1.130973,0.904827,-0.904738,0.000089
1.172861,0.921863,-0.921758,0.000106
1.214749,0.937282,-0.937078,0.000204
1.256637,0.951057,-0.950972,0.000084
1.298525,0.963163,-0.962964,0.000199
1.340413,0.973579,-0.973461,0.000118
1.382301,0.982287,-0.982157,0.000130
1.424189,0.989272,-0.989121,0.000151
1.466077,0.994522,-0.994387,0.000135
1.507964,0.998027,-0.997920,0.000107
1.549852,0.999781,-0.999618,0.000163
1.591740,0.999781,-0.999618,0.000163
1.633628,0.998027,-0.997886,0.000141
1.675516,0.994522,-0.994387,0.000135
1.717404,0.989272,-0.989155,0.000117
1.759292,0.982287,-0.982089,0.000198
1.801180,0.973579,-0.973495,0.000084
1.843068,0.963163,-0.962998,0.000165
1.884956,0.951056,-0.950904,0.000152
1.926844,0.937282,-0.937180,0.000102
1.968732,0.921863,-0.921690,0.000173
2.010619,0.904827,-0.904738,0.000089
2.052507,0.886203,-0.885987,0.000217
2.094395,0.866025,-0.865978,0.000048
2.136283,0.844328,-0.844135,0.000193
2.178171,0.821149,-0.821035,0.000114
2.220059,0.796530,-0.796576,-0.000046
2.261947,0.770513,-0.770215,0.000298
2.303835,0.743145,-0.743140,0.000005
2.345723,0.714473,-0.714299,0.000173
2.387610,0.684547,-0.684405,0.000142
2.429498,0.653421,-0.653424,-0.000003
2.471386,0.621148,-0.621084,0.000064
2.513274,0.587785,-0.587691,0.000094
2.555162,0.553391,-0.553177,0.000215
2.597050,0.518027,-0.518102,-0.000075
2.638938,0.481754,-0.481533,0.000221
2.680826,0.444635,-0.444709,-0.000074
2.722714,0.406737,-0.406679,0.000058
2.764602,0.368124,-0.367935,0.000189
2.806489,0.328867,-0.328954,-0.000087
2.848377,0.289032,-0.288860,0.000171
2.890265,0.248690,-0.248783,-0.000094
2.932153,0.207912,-0.207883,0.000029
2.974041,0.166769,-0.166600,0.000168
3.015929,0.125333,-0.125462,-0.000129
3.057817,0.083678,-0.083523,0.000155
3.099705,0.041876,-0.042008,-0.000132
3.141593,-0.000000,0.000000,-0.000000
3.183481,-0.041876,0.042005,0.000129
3.225368,-0.083678,0.083534,-0.000144
3.267256,-0.125333,0.125445,0.000111
3.309144,-0.166769,0.166609,-0.000160
3.351032,-0.207912,0.208019,0.000107
3.392920,-0.248690,0.248529,-0.000161
3.434808,-0.289032,0.288988,-0.000044
3.476696,-0.328867,0.328818,-0.000049
3.518584,-0.368125,0.368326,0.000201
3.560472,-0.406737,0.406424,-0.000313
3.602360,-0.444635,0.444590,-0.000045
3.644248,-0.481754,0.481533,-0.000221
3.686136,-0.518027,0.518323,0.000296
3.728023,-0.553392,0.553075,-0.000317
3.769911,-0.587785,0.587725,-0.000060
3.811799,-0.621148,0.621152,0.000004
3.853687,-0.653421,0.653186,-0.000234
3.895575,-0.684547,0.684507,-0.000040
3.937463,-0.714473,0.714333,-0.000140
3.979351,-0.743145,0.743140,-0.000005
4.021239,-0.770513,0.770385,-0.000129
4.063127,-0.796530,0.796270,-0.000260
4.105015,-0.821149,0.821307,0.000157
4.146902,-0.844328,0.843931,-0.000397
4.188790,-0.866025,0.866012,-0.000014
4.230678,-0.886204,0.885987,-0.000217
4.272566,-0.904827,0.904806,-0.000021
4.314454,-0.921863,0.921690,-0.000174
4.356342,-0.937282,0.937112,-0.000170
4.398230,-0.951057,0.951040,-0.000016
4.440117,-0.963162,0.962862,-0.000301
4.482006,-0.973579,0.973461,-0.000118
4.523894,-0.982287,0.982259,-0.000028
4.565781,-0.989272,0.989019,-0.000253
4.607669,-0.994522,0.994421,-0.000101
4.649557,-0.998027,0.997886,-0.000141
4.691445,-0.999781,0.999686,-0.000095
4.733333,-0.999781,0.999584,-0.000197
4.775221,-0.998027,0.997920,-0.000107
4.817109,-0.994522,0.994319,-0.000203
4.858996,-0.989272,0.989189,-0.000083
4.900885,-0.982287,0.982089,-0.000198
